website,website_agency,website_bureau,website_office,domain_agency_in_registry,domain_bureau_in_registry,agency_matches,bureaus_match,website_agency_name_in_registry,website_bureau_name_in_registry
TRIPWire.DHS.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
ZeroTrust.Cyber.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,TRUE,FALSE,TRUE,FALSE
agents.FloodSmart.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),National Flood Insurance Program,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
CDP.DHS.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
FirstResponderTraining.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,Department of Homeland Security,Office for Domestic Preparedness,TRUE,FALSE,TRUE,FALSE
FloodMaps.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),National Flood Insurance Program,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
GO.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
NFIPDirect.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),National Flood Insurance Program,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
PrepToolkit.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
APFS-Cloud.DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),Office of the Chief Procurement Officer,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
go.DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),Office of Public Affairs,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
Juntos.gov,Department of Homeland Security,Headquarters (DHS HQ),Office of the Chief Informaton Officer,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
myOIDO.DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),Office of the Immigration Detention Ombudsman,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
NIEM.gov,Department of Homeland Security,Headquarters (DHS HQ),Science and Technology Directorate,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",TRUE,FALSE,TRUE,FALSE
release.NIEM.gov,Department of Homeland Security,Headquarters (DHS HQ),Science and Technology Directorate,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",TRUE,FALSE,TRUE,FALSE
Together.gov,Department of Homeland Security,Headquarters (DHS HQ),Office of the Chief Informaton Officer,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
tools.NIEM.gov,Department of Homeland Security,Headquarters (DHS HQ),Science and Technology Directorate,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",TRUE,FALSE,TRUE,FALSE
Hotline.OIG.DHS.gov,Department of Homeland Security,Office of Inspector General (OIG),Office of Public Affairs,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
SAFETYAct.gov,Department of Homeland Security,Science and Technology (S&T),Office of Innovation and Collaboration,Department of Homeland Security,Science and Technology,TRUE,FALSE,TRUE,FALSE
EXIS.TSA.DHS.gov,Department of Homeland Security,Transportation Security Administration (TSA),,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
TRIP.DHS.gov,Department of Homeland Security,Transportation Security Administration (TSA),,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
immvets.DHS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),Office of Access and Information Services,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
SAVE.USCIS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),Immigration Records and Identity Services,Department of Homeland Security,USCIS,TRUE,FALSE,TRUE,FALSE
developer.NVMC.USCG.gov,Department of Homeland Security,U.S. Coast Guard (USCG),,Department of Homeland Security,U. S. Coast Guard C5I Service Center,TRUE,FALSE,TRUE,FALSE
dhssans.NVMC.USCG.gov,Department of Homeland Security,U.S. Coast Guard (USCG),,Department of Homeland Security,U. S. Coast Guard C5I Service Center,TRUE,FALSE,TRUE,FALSE
enoad.NVMC.USCG.gov,Department of Homeland Security,U.S. Coast Guard (USCG),,Department of Homeland Security,U. S. Coast Guard C5I Service Center,TRUE,FALSE,TRUE,FALSE
NavCen.USCG.gov,Department of Homeland Security,U.S. Coast Guard (USCG),,Department of Homeland Security,U. S. Coast Guard C5I Service Center,TRUE,FALSE,TRUE,FALSE
awt.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Field Operations,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
e.CBP.DHS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Finance,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
eAllegations.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Professional Responsibility,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
eRulings.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Field Operations,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
e-safe.CBP.DHS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Field Operations,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
FinCEN105.CBP.DHS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Field Operations,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
IPRR.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Trade,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
IPRS.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Trade,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
rsp.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),Office of Field Operations,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
eServiceRegistration.ICE.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement (ICE),,Department of Homeland Security,U.S. Immigration and Customs Enforcement,TRUE,FALSE,TRUE,FALSE
join.ICE.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement (ICE),,Department of Homeland Security,U.S. Immigration and Customs Enforcement,TRUE,FALSE,TRUE,FALSE
locator.ICE.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement (ICE),,Department of Homeland Security,U.S. Immigration and Customs Enforcement,TRUE,FALSE,TRUE,FALSE
VINELink.DHS.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement (ICE),,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
hud.gov,Department of Housing and Urban Development,Public Affairs,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
hudhomestore.gov,Department of Housing and Urban Development,Office of Housing,,Department of Housing and Urban Development,Department of Housing and Urban Development,TRUE,FALSE,TRUE,FALSE
huduser.gov,Department of Housing and Urban Development,Policy Development and Research,,Department of Housing and Urban Development,"U.S. Department of Housing and Urban Development, Office of Policy Development and Research",TRUE,FALSE,TRUE,FALSE
answers.hud.gov,Department of Housing and Urban Development,Office of Housing,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
hudoig.gov,Department of Housing and Urban Development,Office of Inspector General,,Department of Housing and Urban Development,Office of Inspector General,TRUE,TRUE,TRUE,TRUE
ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,,Department of Housing and Urban Development,Government National Mortgage Association,TRUE,TRUE,TRUE,TRUE
resources.hud.gov,Department of Housing and Urban Development,Policy Development and Research,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
my.ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,,Department of Housing and Urban Development,Government National Mortgage Association,TRUE,TRUE,TRUE,TRUE
archives.huduser.gov,Department of Housing and Urban Development,Policy Development and Research,,Department of Housing and Urban Development,"U.S. Department of Housing and Urban Development, Office of Policy Development and Research",TRUE,FALSE,TRUE,FALSE
archives.hud.gov,Department of Housing and Urban Development,Public Affairs,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
cpd2.hud.gov,Department of Housing and Urban Development,Community Planning and Development,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
data.hud.gov,Department of Housing and Urban Development,Policy Development and Research,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
entp.hud.gov,Department of Housing and Urban Development,Office of Housing,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
okta.hud.gov,Department of Housing and Urban Development,Office of the Chief Information Officer,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,TRUE
drgr.hud.gov,Department of Housing and Urban Development,Community Planning and Development,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
hudapps.hud.gov,Department of Housing and Urban Development,Office of the Chief Information Officer,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,TRUE
idis.hud.gov,Department of Housing and Urban Development,Community Planning and Development,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
esnaps.hud.gov,Department of Housing and Urban Development,Community Planning and Development,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
portalapps.hud.gov,Department of Housing and Urban Development,Office of the Chief Information Officer,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,TRUE
heros.hud.gov,Department of Housing and Urban Development,Community Planning and Development,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
apps.hud.gov,Department of Housing and Urban Development,Office of Housing,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
egis.hud.gov,Department of Housing and Urban Development,Policy Development and Research,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
hudapps2.hud.gov,Department of Housing and Urban Development,Office of the Chief Information Officer,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,TRUE
hudhousingcounselors.hud.gov,Department of Housing and Urban Development,Office of Housing,,Department of Housing and Urban Development,Web Master  Pulic Affair,TRUE,FALSE,TRUE,FALSE
access.ginniemae.gov,Department of Housing and Urban Development,Government National Mortgage Association,,Department of Housing and Urban Development,Government National Mortgage Association,TRUE,TRUE,TRUE,TRUE
